,nmId,text,rating,mood
942,55296787,"пишу отзыв спустя почти 3 месяца использования
держит заряд чуть больше старого оригинального использования, с 75%
телефон часто перегревается, что очень печалит, причем нагрев идет в плате, хватает заряда на полдня, чип не оригинальный, нужно перепаивать с оригинального акб
amazing износ видит, показывает 100%",3,2
943,142693962,"Хожу неделю, все замечательно👍 советую!!!!",5,2
944,124483279,"Пока нормально, емкость полную показывает, время покажет, как будет в эксплуатации. Ставила на 8ку, беспроводная зарядка работает",5,2
945,60035010,"Самая быстрая доставка до Армении всего 4 дня ,2 защитных стекла+ комплект инструментов.
Спасибо.",5,2
946,139142634,"акб показывать не будет,просто пустые деньги попусты ушли,да и заряд держит так же как и старый,не советую!",2,0
947,60035052,пришел акб показал 50% заряда все читается на телефони емкость но вот почему то цифры не соответствуют картинке по факту на батареи пишится больше ладно погоняем посмотрим!,5,2
948,60035052,Меняю батарею во второй раз. В прошлый раз был такой же. Прослужил два года. Считаю для такой цены два года нормально тем более меняешь сам. Инструменты идущие в комплекте очень хорошие понравилось что они магнитные. Спасибо все подошло рекомендую,5,2
949,55296787,"Из плюсов могу отметить только хороший комплект. Сама батарея выдает сообщение «неизвестная деталь», но это нормально для неоригинальных батарей. А вот то что у меня она разрядилась на 11% пока я писал отзыв - это расстроило. Вот тебе и аккумулятор повышенной емкости…",1,0
950,55296787,"комплект достойный, + еще защитка в подарок
пришлось повозится со шлейфом, плохо вставлялся в коннектор, перепаяли со старого акб, первые 2 дня с этим аккумулятором все хорошо, если сидеть усердно в интернете хватило на часов 4-5 
посмотрим на сколько хватит :)",5,2
951,139142634,"Все отлично подошло,рекомендую продавца",5,2
952,51318370,"Поменял аккамултор, теперь доволен, но впервые включения было 48% и через минуты две уже 42, я думал скорее всего это изза первого включения цикла",4,2
953,34806360,"Акумулятор хороший: держит заряд хорошо, интсрументы пригодились: установка за 4-5 минут
Советую!",5,2
954,139142634,"Акум юзаю дня 3-4 , заряд держит хорошо , немного греется когда заряжаешь и пользуешься телефоном 
В настройках не показывает емкость но мне это и не важно , своих денег стоит",5,2
955,51453098,"Держит заряд хорошо, не греется. Горит ошибка аккумулятора",5,2
956,51453098,"Батарея пришла быстро , хорошо упакована , уже с клейкой лентой , причем лента правильная ( не барыжная ) 
В комплекте отвертки , присоска и набор для выклейти экрана. Отвертки к величайшему удивлению хорошие ( испробовал таких достаточно много и в этом наборе одни из лучших попались 
Батарейка пришла 61% и розряд достаточно долгий .
В общем то магазин рекомендую !",5,2
957,34806659,Пришел погнутый и убитый вставлять такой страшно если честно. Разочарован.,1,0
958,139142634,"Поставили сами, работает, ошибку по аккумулятору в настройках показывает, но так и должно быть. Первую зарядку уже отработал, хватило с вечера зарядил до следующего вечера хватило, с часик в навигаторе работал потом в интернете, в принципе думал будет хуже, но пока не плохо.",5,2
959,34721194,"Мастера ответ! Это лучшие наборы для замены аккумулятора и сами аккумуляторы, которые я когда-либо встречал. Еще и стёкла качественные кладут в комплект. Проклейка, инструмент, а главное сам аккум лучше оригинала. Как так, но факт. Только Вы!!!",5,2
960,139142634,"Поставил сам. Все супер. Держит отлично. Едмнственное заряжается до 80%,а дальше надо снять с зарядки,подождать пока сядет хотя бы до 78%,а потом снова ставить на зарядку. Тогда заряжается до 100%. И с этим акб не работает оптимизированная зарядка.",5,2
961,34806159,Поменял акб ёмкост показывать 100 % . Как служить это уже не зависит от продавца 👍👍👍,5,2
962,124481687,"Поменяли акб показывает ошибку и зарядку не берет 0%, из за чего может быть?",5,0
963,48583132,"Аккумулятор был 3400 мАч на 500 больше, процент заряда телефона на 100",5,2
964,60035010,"Пришел на день раньше, за это отдельное спасибо! Батарею менял сам в принципе очень легко меняться, 
Заряд держит хорошо не жалуюсь",5,2
965,149085013,"Получил батарею
Еще не поставил 
Надеюсь, что все будет хорошо 🤞
Пришла очень быстро 
Упакована хорошо",5,2
966,34806659,"Акб пришла вздутая , ставить такую нельзя, скотч положили не для этой модели . !!!! Оформил возврат по браку .",1,0
967,139142634,"Здравствуйте не держит батарею нагревается на зарядке не оригинал не рекомендую к покупке 1 завезда 
Извини продавец ну так и есть",1,0
968,139142634,"Заявленно что ёмкость состовдяет 3600 ампер,на самим деле состовляет 3110, так в принципе заряд держит не плохо, но в сравнении что было заявлено 3600 разницу конечно же имеет такую не плохую и оставляет желать только лувше что есть сейчас на данный момент, и остаётся только молиться чтобы эта батарея протянула не взорвавшись жотябы год и прослужила без последствий. ЭТО КОНЕЧНО ЖЕ ЯВЛЯЕТСЯ ЛИЧНЫМ МОИМ МНЕНИЕМ И ОТЗЫВОМ О ИМЕЕНО ЭТОМ ТОВАРЕ. Всем добра",1,2
969,34716552,"Спасибо такому продавцу все положил все ровно плюс еще стекла 9д и обычное защитное , все аккуратно четко , (впервые в wb вижу такого ответственного продавца ) 
Реально рекомендую  ( батарею установил получилось без проблем все работает ровно ) 
Спасибо большое",5,2
970,48583132,"Прекрасное отношение к покупателю! Взяла на старый телефон, поменяла сама, и все отверточки положили, и стекла подарили, ну приятно иметь дело с людьми , которые так относятся к заказчику, было бы 10 звезд-поставила бы 10) благодарю!",5,2
971,51318872,"Упакована хорошо, комплект полный с отверками. Но главный минус не показывает слстояние батареи, знл бы что будет так не менял бы на нее .",3,2
972,34806159,"Пришло всё в окуратной коробочке 
В комплекте были 2 защитных стекла 
Пыле-влагозащита 
Инструменты 
Аккамулятор 
И двусторонний скотч 
Аккамулятор ведёт себя отлично 
Советую к покупке в общем и целом советую данного производителя и продавца!",5,2
973,34806360,"Акум отличный, собрал  показать что сто процентов все ок , заряд держит хорошо , без игр на сутки хватает , приехал целый и невридтмы",5,2
974,55296787,"Ерунда батарея. Телефон не видит данные. На вацап даже не ответили на жалобу. Не рекомендую, лучше в сервисе поменяйте с гарантией.",2,0
975,139142634,Все супер. Уже пол года батарея в работе. Iphone 11. На родной батареи проработал с весны 20-ого года. После замены телефон стал работать заметно долше и перестал сильно греться. Рекомендую.,5,2
976,55296787,"Аккумулятор не заряжается, жду обратной связи от продавца, отказ не могу оформить, брак на лицо, гарантия написано год. 
Емкость показывает 100%, но когда подключаешь зарядку значок светится, но не заряжается.",5,0
977,51318370,"Поддержка всегда на связи. Хорошая комплектность, аккумуляторы заряженные на 50-60%. Прибором не проверял. Телефоны приняли аккумуляторы. Покупал два аккумулятора на айфон 8 и 7. На фото видно как шлейф от аккумулятора на айфон 8 длиннее посадочного места.
Пришлось подогнуть шлейф. На айфон 7 все подошло идеально. Прошу это учитывать и делать шлейф для 8 айфона короче!
P.S. При замене аккума повредил шлейф экрана из-за чего телефон бесконечно перезагружался. Думал дело в аккуме, пока диагностика в сервисе не показала проблему в шлейфе экрана. Будьте аккуратны при замене аккума! А ребятам желаю дальнейшего успеха и процветания!",5,2
978,139142634,"Ставлю 5 звезд , аккум реально очень крутой , держит лучше чем с нова , к вечеру при активном пользовании остается не менее 50% заряда. Старый  с износом 74%  держал максимум до обеда . А теперь к нюансам .... Запасайтесь силами и терпением , моему телефону 3 года ....Набор инструментов не точный , у главной отвертки есть люфт и сразу срезало грани , отторцевал на наждачке , села втугую 2 винта выкрутил без проблем . Далее танцы с прогревом феном , никак не хотел отклеиваться экран , но спустя время и несколько прогревов победил . Для тех у кого телефону 3 и более лет , запасайтесь изопропиловым спиртом или жидкостью для снятия лака с его содержанием заранее до разборки , 5 из 6 усов под батареей оторвались при попытке демонтажа , на Ютубе говорят что это нормально для возрастных телефонов . Тут и пригодится изопропиловый спирт , со шприцом и  иголкой. Плавно добавляем по контуру акб при этом поддеваем ее прочной пленкой , я вырезал прямоугольник из баклажки . И вуаля, все готово!!!!",5,2
979,139142634,"Сам АКБ хороший, набор для вскрытия можно выкинуть, на сутки теперь хватает при очень активном использовании.",5,2
980,55296787,"Заказ пришёл за 3 дня, всё как в описании, аккумулятор, набор инструментов, проклейка. Качество хорошее, установил.",5,2
981,55296787,"Доставку ждал долго, не показывает сколько процентов,быстро разряжается,не стоит тратить денег🤡",2,0
982,51453098,Добрый день. Аккумулятор держит зарядку хорошо. Но к сожалению чип выдал ошибку. (Лично для меня это не критично) Думаю тут кому как повезет.,5,2
983,149085013,"Хороший аккумулятор, устанавливала сама проблем не возникло. Держит заряд хорошо, по сравнению с прошлым разряжается как положено не быстро. Советую продавца, товар соответствует",5,2
984,60035010,"Хороший аккумулятор, установил сам без особых проблем , пришлось немного придать форму шлейфу аккумулятора, а в целом доволен.
Емкость аккумулятора показывает 100% держит хорошо",5,2
985,34806360,"Набор пушка, батарея подарила вторую жизнь моему телефону) правда со стикерами для крепления батареи накосячил) и теперь незнаю где взять новые. Так что берите не бойтесь",5,2
986,60035010,"Что за набор )). Всё есть, по мимо аккумулятора. Есть и отвертки, и уплотнительная прокладка под дисплей. И два вида брони. Мастера осталось в комплект внести для полного комплекта. 😁",5,2
987,60035052,"Продавца рекомендую, красавчик👍",5,2
988,34806659,Все отлично без каких либо проблем,5,2
989,34716552,"Аккумулятор отличный, советую его смело. Заменить смог сам, только по своей неосторожности оторвал шлейф фронтальной камеры, будьте аккуратнее при замене и отсоединяйте все шлейфы!",5,2
990,55296787,"Всё хорошо легко установил 
Спасибо продавцу за подарки очень пригодились 
Единственный минус это инструменты гнутся пластик не очень на один раз но всё равно доволен на 5+ 
Всё как надо",5,2
991,34806360,"Хороший комплект, поменял всё очень быстро. Аккумулятор заряд держит отлично, телефон всё видет (и состоянии аккумулятора, и процент зарядки). Так что могу рекомендовать к покупке",5,2
992,48583132,*** заказал аккумулятор пришел новенький айфон,5,2
993,55296787,"Одидаемо было : Ну самое главное , как только закрываешь экран , телефон выкл и больше не вкл!!! Снова открываешь снимаешь Акб потом вкл. Ставлю оригинал проблем нету.",1,0
994,34806360,"хороший аккумулятор, долго держит заряд 
нет саморазряда",5,2
995,60035010,"Очень даже хорошо, щас аккумулятор проверим",5,2
996,60034953,"Фирма я знаю отличная,но есть одно но.
Разобрал вчера свой айфон(так как я занимаюсь ремонтом),в наборе только отвертки,присоски нету,пинцета нету,АКБ держит зарядку плохо,всё как положено разрядил,зарядил,и пока он ночью лежал в спокойствие куда то исчезали 32% зарядки,от этого и оценка 1 товар на возврат,я не собираюсь ходить с испорченным товаром,спасибо уважаемая фирма Limax",1,0
997,34721194,"Это просто прелесть
Заменили батарею шустро, заряжается подольше теперь, но кааааак держит заряд
Я счастлива что теперь телефон не проводной
Еще и два стекла🤍💙❤️",5,2
998,34806360,"Отличный аккумулятор и набор по его замене! Пришел быстро,чем остался доволен. Упаковано хорошо. В посылке пришел сам аккумулятор на 2200 миллиампер,наклейки для его установки,проклейка для дисплея,которая защищает от проникновения влаги и грязи во внутрь смартфона,а так же присоска,отвертки и отмычки,которые тоже очень пригодились. Всё работает. Ничего не греется. Уместился внутри смартфона как родной. Состояние аккумулятора в IOS указывается как 100%. Продавца советую👍",5,2
999,139142634,Батарейка пришла не у оригинал ёмкость аккумулятора не показывает,1,0
1000,34721194,"Сначала показалось что плохо держит заряд, но ошибка. В комплекте много доп бонусов. Два стекла, все инструменты, и еще пленка скорее всего на заднюю сторону телефона. 
Рекомендую",5,2
1001,142693962,"Очень понравился комплект, сверх быстрая доставка!!!!
Качество на высоте!!! 
Батарея была установлена  без проблем,
Держит заряд очень хорошо!! Рекомендую к покупке данный товар ! 👍",5,2
1002,51453098,акб имба но показывает неизвестную деталь посмотрим далтше что будет думал отзывы накрученеые но вроде все ок,5,2
1003,34716552,"Спасибо за АКБ за быструю доставку, ремонтировал сам, всë идеально работает, за бонусы отдельное спасибо вам, продавца рекомендую, если в дальнейшем всё пройдет благополучно буду и дальше заказывать у вас)",5,2
1004,34716552,"отличный аккумулятор, держит около 5 часов чистого использования то есть как оригинальный, по началу сразу после установки он очень быстро садился, нужно сделать несколько полных циклов разрядов зарядов от 0% до 100%!! И тогда всё начинает хорошо держать, было ещё такое что некорректно показывал зарядку мог держатся на 15 процентах 2 часа, но опять же после ещё пары циклов заряда разряда всё стало корректно отображать, пришёл за 2 дня в комплекте проклейка и стикер на аккумулятор, надеюсь что аккумулятор проработает как минимум год. Установил 10.01.2023",5,2
1005,142693962,Ну мне наверное повезло акум держит в подарок дали еще две защитки ну с подключением не много проьлкиы были ибо шлейф не подходил пришлось бумажку подложить ) а так все четко,5,2
1006,94125779,"Не смог пройти мимо просьбы) к тому же второй день уже пользуюсь держит отлично. к сожалению фоткать нечего, осталось только это)",5,2
1007,51453098,"Рекомендую ребят,всё как в описании))даже больше.Положили инструмент хороший и в подарок два стекла(одно правда целым не доехало)но всё равно очень приятно",5,2
1008,139142634,"аккум намного лучше прошлого конечно же, держит +- с 8 утра до 5-6 вечера, вообщем то доволен, заказуйте, не пожалеете)",5,2
1009,124483279,Супер👍спасибо за подарочки👍,5,2
1010,139142634,"Вместо 3600 прислали на 3500
Комплект отверток не полный для замены аккумулятора на iphone 11
👎🏻👎🏻👎🏻👎🏻",1,0
1011,51453098,"Не плохо держит заряд, телефон теперь как новый, но единственное долго заряжает возможно это из-за не оригинального зарядника. Но в разы лучше того сто было!",5,2
1012,94793465,"Аккум покупал на xs max, пока держит хорошо, в комплект положили проклейку дисплея, 2 защитных стекла и еще набор инструментов, комплект богатый одним словом. Посмотрим сколько прослужит.",5,2
1013,34721194,"Лучшая батарея которую Я видел🙏
В подарок положили стекла и тд 🫂
Обнял продавца,поднял,покружил,поставил обратно на землю,отошел и вернулся еще раз обнял и ушел 😁",5,2
1014,34721194,"Легко поменял, посмотрим насколько хватит, пока доволен",5,2
1015,139142634,"На ios 17 вылетала ошибка о неизвестной детали. На 18 - ошиьки нет, но деталь все так де неизвестна:) зато чувствуется что аккум помощнее штатного",5,2
1016,124483279,"Очень быстро сел аккумулятор как только поставил было 56 процентов, через пол часа телефон сел полностью, и заряжается до 3х процентов, ладно бы это один был такой аккумулятор, но я заказал два и второй вообще не после того как телефон разрядился на зарядку не реагировал, после установки оригинала телефон летает и всё идеально, либо я такой не везучий либо аккумуляторы очень плохого качества",1,2
1017,142693962,"Заряд держит 10 из десяти.
Пришло все как на картинке , и все в качестве .
Всем советую этот товар , ставлю 5 звезд",5,2
1018,139142634,"Ну вот вроде бы всё работает. 
Отличный набор , есть всё чтобы самому поменять аккумулятор, даже подарок положили 2 защитных стекла , но вот спрашивается нафига мне стекло от другого телефона ? Одно для моего , а второе для черт знает какого😡😡 
Лишь бы положить? Из за этой тупости 3 звезды",3,1
1019,149085013,"пришло на два дня раньше , все целое , скотч уже на аккумуляторе. подключу дополню отзыв.",5,2
1020,60035052,Хорошо упакован. Набор для установки присутствует. Установил-все ноомально. Показывает 100 %. После заряда легко продержал сутки и более.,5,2
1021,34806659,"Быстро заменил , все для  замены есть в комплнкте . Рекомендую к покупки",5,2
1022,34806360,"Аккумулятор отличный! Держит хорошо, всем рекомендую)",5,2
1023,60034953,"Пока не поставил но уже удивлен, в комплект набор для ремонта идет и плюс ко всему 2 защитных стекла правда грань одного стекла отломан но все ж очень приятно. Спасибо!👍",5,2
1024,60035010,"Пользуюсь неделю, все отлично! Хорошая батарея, емкость 100% показывает. Товаром довольна. Установила сама",5,2
1025,55296787,"Аккумулятор просто супер 🙂, я его поставил своими руками скотч просто оригинал как и проклейка  пыле влаго защиты,его хворает на 6-7 часов, после аккумулятора на 79% состояния который держал 3-4 часа, этот аккумулятор держит просто бесконечно, но я прекрасно понимаю что будет ошибка но я на это не обращаю внимания ! Комплектные отвертки одноразовые, присоска тоже не айс. Полностью Рекомендую!",5,2
1026,139142634,Очень хорошая качество ещё подарок стекло ❤️☺️,5,2
1027,34806659,Все четко как в описании рекомендую 👍,5,2
1028,55296787,"Не акб а 💩
Отзывы накрученные не поверьте отзывам. 5 дней назад установил аккумулятор и уже когда заряд меньше 60% начинается перезагрузка и не останавливается. Так что задумаетесь прежде чем покупать это 💩",1,0
1029,34716552,"Поменяли батарею, посмотрим как будет держаться",5,2
1030,55296787,Офигительное качество очень быстро я доволен однозначно респект продавцу рекомендую,5,2
1031,139142634,Добрый день.  Батарея пришла быстро. В комплекте есть все необходимое для установки. Батарея держит заряд хорошо. Рекомедую. За подарки спасибо.,5,2
1032,60035010,"отличный аккумулятор, замечательный вариант на замену оригинальному акб, увеличенная ёмкость ощущается, телефон стал дольше держать заряд батареи, покупкой осталась довольна, всем рекомендую и прилагаю фото",5,2
1033,48583132,"Шикарный набор! Спасибо и продавцу и изготовителю! Впервые сам менял аккумулятор на телефоне, но все прошло успешно. Не знаю, как долго прослужит.",5,2
1034,149085013,Не показывает емкость,2,0
1035,60035010,"Написано усиленный, фактически емкость оригинала 2716.. обидно конечно, но работает, проьлем с установкой не было",5,2
1036,60035052,"Кайф аккумулятор,поккайфу наклеил себе стекло, прозрачное которое и хожу с кайфом,телефон как новый,спасибо братья.",5,2
1037,60035052,"Заказываю у этих ребят не первый раз уже , все приходит оболденно , в наборе есть все необходимое , рекомендую продавца , 5 звезд заслуженно 👍",5,2
1038,34806659,"Что сказать, - отличный аккумулятор. До замены максимальная ёмкость была 77%, ну а сейчас 100%. Заряд держит что надо.",5,2
1039,60035010,"поменяла вчера вечером, все супер👍🏻",5,2
1040,60035052,Аккумулятор пришел быстро.  Муж сам установил по инструкции из инета. Больше боялся. Инструменты повели себя хорошо. Держит батарея хорошо. Пытаемся сделать первые полные циклы разяд/разряд -это теперь долго происходит. Мы уже отвыкли от такого.,5,2
1041,149085013,"Заказал уже второй раз, батарея топ! Только надо проверять в пункте выдачи не повредилось ли при перевозке! А так продавец с качественным товаром🔥 рекомендую👌🏻",5,2
1042,51453098,"Аккумулятор заказывала мужу , ему очень понравилось держится АКБ хорошо только не показывает заряд аккумулятора хотя написано чип оригинальный",5,2
1043,51453098,Акб пропользыаался 3 месяца и оно взудоль,1,0
1044,142693962,"Приехал быстро, держит отлично! Набор инструмента проклейка и стекло защитное в подарок! Доволен очень!",5,2
1045,51453098,"Вот вы все пишите что аккумулятор не читает, не держит, вы все п****те, я всё поставил, устаноаил, аккумулятор огонь 👍👍👍 Айфон XR.",5,2
1046,124483279,"Набор отличный , акумм , полоски скотча , влагозащита , + положили 2 стекла в подарок)
Поставил , все работает , заряд держит.
Советую",5,2
1047,34806659,Аккум держит очень долго ошибки нет! Рекомендую,5,2
1048,139142634,"Все отлично, устанавливал сам, прошла неделя, аккумулятор держит хорошо, нареканий нет, очень порядовали подарки) спасибо большое продавцу!)",5,2
1049,34721194,"Все супер! Установил, показывает 100%, все работает. В подарок получил два стекла, как раз какое хотел заказать. Спасибо большое продавцу. Рекомендую!",5,2
1050,60035052,Заказывал акб на 7-ку всем доволен. Комплект инструментов удобный. Сам разобрал заменил и установил новый акб от Limax. Заряд держит отлично👍,5,2
1051,139142634,"Еще не ставил, но порадовала комплектация. Помимо влагозащиты и набора для разборки. Положили два защитных стекла на экран)",5,2
1052,94125779,"Брал на 11 про, старый оригинальный акб 80% держал заряд часа 4 от силы, на этом за 3 часа ушло 5 процентов, очень доволен",5,2
1053,60035052,"всё окуенчик, проклейка дисплея, липка для акб, 2 стекла защитных подарки, заказываю тут не первый раз, рекомендую!",5,2
1054,34806360,"Установила два дня назад, пока всё хорошо. Очень довольна покупкой. Заряд держит хорошо. Родная батарейка была уже 75%🥴 эта 100%",5,2
1055,94793465,"Пишу, звоню в тех сервис ноль ответа, возникла проблема после смены акб уровень заряда после 40% телефон отключается иногда бывает даже при 50% телефон начинает сильно тормозить 
При оригинальной акб такого не было. Пожалуйста разберитесь с проблемой моей и я поменяю отзыв на тот которого вы достойны. Комплект хороший ничего плохого не имею возможно и товар тоже хороший но мне попался брак",1,0
1056,60035010,"есть один минус, положили 2 одинаковые отвёртки, но пинцет не положили, а так всё супер, телефон видит аккумулятор как оригинальный, спасибо большое!",5,2
1057,51318872,"Хороший товар. Взял бы, но уже не пригодился, так как чип памяти сгорел, а не аккумулятор ((",5,2
1058,60035010,Отличная батарея и отличный комплект с отвертками и 2 защитных стекла.спасибо за подарки?😀,5,2
1059,34806159,"Покупал аккумулятор за 985р на 2900 ёмкости, прислали аккумулятор, на 3400 ёмкости за 1213, спасибо большое! Сам аккумулятор установил, всё работает",5,2
1060,34716552,"Подошла без проблем. Все работает. Купил в феврале, пишу в июле. Батарея при работе на зарядке греется. Держит заряд намного хуже чем при покупке. Все это спустя пол года. А изначально все было гуд",2,2
1061,139142634,"Аккумулятор норм, устанавливал на 11 сам первый раз в жизни, комплект для установки полный, сложностей не возникло, минут 20. Сразу дал толчок от зарядки так как не подавал признаков, и сразу запустился. Заряд 70%. Вроде держит, единственное не показывает состояние аккумулятора но это и не нужно лишь бы держал заряд. Покупкой доволен, рекомендую",5,2
1062,94125779,"Аккумулятор не определился, неприятно",3,0
1063,34806659,Все пришло своевременно. Батарея работает! Что будет дальше не знаю🙂 за стекло спасибо,5,2
1064,60034953,"Хороший акб, по сравнению с оригом с 75% , держит очень хорошо, рекомендую. Плюс ништяки. Стоит своих денег",5,2
1065,139142634,Сама по себе баттарея сногсшибательная!!! Держит очень даже хорошо! Но почему то акб приехал на 3500,5,2
1066,139142634,"Только сегодня поставил, все радует, в наборе есть все и это очень даже прекрасно ,",5,2
1067,60035052,"Подошёл, посмотрим как будет держать 
Пришла быстро👍",5,2
1068,142693962,"Отлично, телефон не работал после замены корпуса и экрана, с этой батареей запустился!",5,2
1069,124481687,Заменил АКБ в сервисе. Брак!,1,0
1070,34716552,Ребята не видитесь!!! Поставили мне сие чудо в сервисе(сказали акумы этой фирмы мягко говоря не айс). И правда зарядил через тестер с 3% до 100% влезло в него всего 1350милиампер от зававленных 1960. Хотя старый оригинальный акб брал в себя 1400 миллиампер(хотя его емкость за пять лет упала до 72%) А этот новый берет 1350(ЗНАЧИТ ЕГО НАСТОЯЩАЯ ЕМКОСТЬ НЕ 100% А ВСЕГО-ТО ОКОЛО 70% КАК ЭТО ПОНИМАТЬ КАРЛ КАККККК? Ps... Старый акб реально лучше держал заряд( хоть обратно иди старый ставь) а продавец еще и отзывы покупает прислал стикер якобы за хороший отзыв 100р НО Я ПРИНЦИПИАЛЬНЫЙ КАРЛЛЛЛЛЛЛ!!!!!,1,0
1071,139142634,"неплохой , хорошо держит но ёмкость не показывает",5,0
1072,34721194,"Огромнейшее Вам спасибо!)батарейка,2 защитных стекла,плёнка…..это огонь!)батарейка работает на ура!)",5,2
1073,34806659,"Отличный аккумулятор,заряжку держит хорошо,в настройках высвечивается как оригинал,спасибо!",5,2
1074,60035010,"Поставил аккумулятор на свой айфон х 4 дня назад, держит хорошо, емкость 100%",5,2
1075,60035052,"Классный аккумулятор,сам поставил за пол часа ,увеличенная емкость ,держит очень долго 👍",5,2
1076,60035010,"Аккумулятор подошел, работает отлично. Заряд держит весь день, раньше родной только 64% .",5,2
1077,124481687,хватает на дольше,5,2
1078,60035010,Проходил 2 недели вздулся,1,0
1079,142693962,Батарейки хватило на 5 месяцев теперь греется телефон разряжается быстро и лагает. Заккзал новую у этого же продовца.,5,0
1080,60035052,"Товар пришел в целости, все нормально. Установка прошла успешно. По опыту эксплуатации - время покажет.",5,2
1081,124483279,"Получил товар, на вид хороший, есть два стекла защитных в подарок, скотч для акб и проклейка, но мне нужен был на айфон 7, оказалось заказал на 8, нужно как нибудь надписи сделать на фото чтоб люди не ошибались",4,2
1082,51453098,Всё отлично работает спасибо вам,5,2
1083,124483279,Китайский аналог родного аккумулятора. Примерно 90% от родного аккумулятора. Достойная замена родного. Берите.,5,2
1084,34716552,"Все супер, сам поменял, состояние батареи 100% посмотрим сколько прослужит 🤝",5,2
1085,34806159,Быстрая доставка. Батарея держит хорошо. Спасибо продавцу!,5,2
1086,60035052,"шикарный аккумулятор, комплект очень порадовал, заряд держит отлично, все работает, советую!",5,2
1087,124483279,Нормальная батарейка спустя несколько зарядов стала держать батарейку дольше. Сначала подумал что  *** .,5,2
1088,124481687,"Пока работает. Посмотрим, что дальше будет.",4,2
1089,60035010,"На вид хороший. При установке было 62%. 
Буду надеяться на долгий срок службы. 
А так спасибо.",5,2
1090,60035052,Поставил думал так ерунда решил проверить что увеличенный люди писали что обычный на 1950 но когда проверил был удивлён показало 2229 средняя мощность это в теории может и больше может и меньше поставил в пятницу до пятницы видно по графику что старая батарея не держала поставил вашу результат был удивительным однозначно рекомендую!,5,2
